time,species,N
1,Annual,10
2,Annual,5462.401775931796
3,Annual,56344.66124701706
4,Annual,58890.077598077274
5,Annual,58933.05428738885
6,Annual,58914.89841559296
7,Annual,58906.49141750425
8,Annual,58903.151827032314
9,Annual,58901.84220849132
10,Annual,58901.32917034134
11,Annual,58901.12819298587
12,Annual,58901.04945977914
13,Annual,58901.01861543324
14,Annual,58901.00653184317
15,Annual,58901.00179795999
16,Annual,58900.99994340572
17,Annual,58900.99921686235
18,Annual,58900.99893223014
19,Annual,58900.998820722
20,Annual,58900.998777037385
21,Annual,58900.998759923554
22,Annual,58900.99875321889
23,Annual,58900.99875059216
24,Annual,58900.998749563245
25,Annual,58900.998749160106
26,Annual,58900.99874900214
27,Annual,58900.99874894031
28,Annual,58900.99874891609
29,Annual,58900.9987489066
30,Annual,58900.99874890284
31,Annual,58900.99874890146
32,Annual,58900.9987489009
33,Annual,58900.99874890063
34,Annual,58900.998748900616
35,Annual,58900.998748900565
36,Annual,58900.998748900514
37,Annual,58900.99874890037
38,Annual,58900.99874890056
39,Annual,58900.99874890041
40,Annual,58900.998748900514
41,Annual,58900.99874890047
42,Annual,58900.998748900514
43,Annual,58900.99874890047
44,Annual,58900.998748900514
45,Annual,58900.99874890047
46,Annual,58900.998748900514
47,Annual,58900.99874890047
48,Annual,58900.998748900514
49,Annual,58900.99874890047
50,Annual,58900.998748900514
51,Annual,58900.99874890047
52,Annual,58900.998748900514
53,Annual,58900.99874890047
54,Annual,58900.998748900514
55,Annual,58900.99874890047
56,Annual,58900.998748900514
57,Annual,58900.99874890047
58,Annual,58900.998748900514
59,Annual,58900.99874890047
60,Annual,58900.998748900514
61,Annual,58900.99874890047
62,Annual,58900.998748900514
63,Annual,58900.99874890047
64,Annual,58900.998748900514
65,Annual,58900.99874890047
66,Annual,58900.998748900514
67,Annual,58900.99874890047
68,Annual,58900.998748900514
69,Annual,58900.99874890047
70,Annual,58900.998748900514
71,Annual,58900.99874890047
72,Annual,58900.998748900514
73,Annual,58900.99874890047
74,Annual,58900.998748900514
75,Annual,58900.99874890047
76,Annual,58900.998748900514
77,Annual,58900.99874890047
78,Annual,58900.998748900514
79,Annual,58900.99874890047
80,Annual,58900.998748900514
81,Annual,58900.99874890047
82,Annual,58900.998748900514
83,Annual,58900.99874890047
84,Annual,58900.998748900514
85,Annual,58900.99874890047
86,Annual,58900.998748900514
87,Annual,58900.99874890047
88,Annual,58900.998748900514
89,Annual,58900.99874890047
90,Annual,58900.998748900514
91,Annual,58900.99874890047
92,Annual,58900.998748900514
93,Annual,58900.99874890047
94,Annual,58900.998748900514
95,Annual,58900.99874890047
96,Annual,58900.998748900514
97,Annual,58900.99874890047
98,Annual,58900.998748900514
99,Annual,58900.99874890047
100,Annual,58900.998748900514
1,Perennial first-year,0
2,Perennial first-year,0
3,Perennial first-year,0
4,Perennial first-year,0
5,Perennial first-year,0
6,Perennial first-year,0
7,Perennial first-year,0
8,Perennial first-year,0
9,Perennial first-year,0
10,Perennial first-year,0
11,Perennial first-year,0
12,Perennial first-year,0
13,Perennial first-year,0
14,Perennial first-year,0
15,Perennial first-year,0
16,Perennial first-year,0
17,Perennial first-year,0
18,Perennial first-year,0
19,Perennial first-year,0
20,Perennial first-year,0
21,Perennial first-year,0
22,Perennial first-year,0
23,Perennial first-year,0
24,Perennial first-year,0
25,Perennial first-year,0
26,Perennial first-year,0
27,Perennial first-year,0
28,Perennial first-year,0
29,Perennial first-year,0
30,Perennial first-year,0
31,Perennial first-year,0
32,Perennial first-year,0
33,Perennial first-year,0
34,Perennial first-year,0
35,Perennial first-year,0
36,Perennial first-year,0
37,Perennial first-year,0
38,Perennial first-year,0
39,Perennial first-year,0
40,Perennial first-year,0
41,Perennial first-year,0
42,Perennial first-year,0
43,Perennial first-year,0
44,Perennial first-year,0
45,Perennial first-year,0
46,Perennial first-year,0
47,Perennial first-year,0
48,Perennial first-year,0
49,Perennial first-year,0
50,Perennial first-year,0
51,Perennial first-year,0
52,Perennial first-year,0
53,Perennial first-year,0
54,Perennial first-year,0
55,Perennial first-year,0
56,Perennial first-year,0
57,Perennial first-year,0
58,Perennial first-year,0
59,Perennial first-year,0
60,Perennial first-year,0
61,Perennial first-year,0
62,Perennial first-year,0
63,Perennial first-year,0
64,Perennial first-year,0
65,Perennial first-year,0
66,Perennial first-year,0
67,Perennial first-year,0
68,Perennial first-year,0
69,Perennial first-year,0
70,Perennial first-year,0
71,Perennial first-year,0
72,Perennial first-year,0
73,Perennial first-year,0
74,Perennial first-year,0
75,Perennial first-year,0
76,Perennial first-year,0
77,Perennial first-year,0
78,Perennial first-year,0
79,Perennial first-year,0
80,Perennial first-year,0
81,Perennial first-year,0
82,Perennial first-year,0
83,Perennial first-year,0
84,Perennial first-year,0
85,Perennial first-year,0
86,Perennial first-year,0
87,Perennial first-year,0
88,Perennial first-year,0
89,Perennial first-year,0
90,Perennial first-year,0
91,Perennial first-year,0
92,Perennial first-year,0
93,Perennial first-year,0
94,Perennial first-year,0
95,Perennial first-year,0
96,Perennial first-year,0
97,Perennial first-year,0
98,Perennial first-year,0
99,Perennial first-year,0
100,Perennial first-year,0
1,Perennial adult,0
2,Perennial adult,0
3,Perennial adult,0
4,Perennial adult,0
5,Perennial adult,0
6,Perennial adult,0
7,Perennial adult,0
8,Perennial adult,0
9,Perennial adult,0
10,Perennial adult,0
11,Perennial adult,0
12,Perennial adult,0
13,Perennial adult,0
14,Perennial adult,0
15,Perennial adult,0
16,Perennial adult,0
17,Perennial adult,0
18,Perennial adult,0
19,Perennial adult,0
20,Perennial adult,0
21,Perennial adult,0
22,Perennial adult,0
23,Perennial adult,0
24,Perennial adult,0
25,Perennial adult,0
26,Perennial adult,0
27,Perennial adult,0
28,Perennial adult,0
29,Perennial adult,0
30,Perennial adult,0
31,Perennial adult,0
32,Perennial adult,0
33,Perennial adult,0
34,Perennial adult,0
35,Perennial adult,0
36,Perennial adult,0
37,Perennial adult,0
38,Perennial adult,0
39,Perennial adult,0
40,Perennial adult,0
41,Perennial adult,0
42,Perennial adult,0
43,Perennial adult,0
44,Perennial adult,0
45,Perennial adult,0
46,Perennial adult,0
47,Perennial adult,0
48,Perennial adult,0
49,Perennial adult,0
50,Perennial adult,0
51,Perennial adult,0
52,Perennial adult,0
53,Perennial adult,0
54,Perennial adult,0
55,Perennial adult,0
56,Perennial adult,0
57,Perennial adult,0
58,Perennial adult,0
59,Perennial adult,0
60,Perennial adult,0
61,Perennial adult,0
62,Perennial adult,0
63,Perennial adult,0
64,Perennial adult,0
65,Perennial adult,0
66,Perennial adult,0
67,Perennial adult,0
68,Perennial adult,0
69,Perennial adult,0
70,Perennial adult,0
71,Perennial adult,0
72,Perennial adult,0
73,Perennial adult,0
74,Perennial adult,0
75,Perennial adult,0
76,Perennial adult,0
77,Perennial adult,0
78,Perennial adult,0
79,Perennial adult,0
80,Perennial adult,0
81,Perennial adult,0
82,Perennial adult,0
83,Perennial adult,0
84,Perennial adult,0
85,Perennial adult,0
86,Perennial adult,0
87,Perennial adult,0
88,Perennial adult,0
89,Perennial adult,0
90,Perennial adult,0
91,Perennial adult,0
92,Perennial adult,0
93,Perennial adult,0
94,Perennial adult,0
95,Perennial adult,0
96,Perennial adult,0
97,Perennial adult,0
98,Perennial adult,0
99,Perennial adult,0
100,Perennial adult,0
1,Litter,0
2,Litter,83.53044295980655
3,Litter,1021.446503965925
4,Litter,1488.9939890808778
5,Litter,1672.3177004201484
6,Litter,1743.9533858907284
7,Litter,1771.9825206847086
8,Litter,1782.9576829075372
9,Litter,1787.2564711272594
10,Litter,1788.9404403714418
11,Litter,1789.6001351494174
12,Litter,1789.8585753545426
13,Litter,1789.9598219190152
14,Litter,1789.9994863987931
15,Litter,1790.015025422127
16,Litter,1790.0211130187379
17,Litter,1790.0234979072961
18,Litter,1790.0244322158865
19,Litter,1790.0247982424494
20,Litter,1790.0249416377346
21,Litter,1790.0249978145553
22,Litter,1790.0250198224962
23,Litter,1790.0250284443687
24,Litter,1790.0250318220917
25,Litter,1790.0250331453547
26,Litter,1790.0250336637582
27,Litter,1790.0250338668495
28,Litter,1790.0250339464133
29,Litter,1790.0250339775835
30,Litter,1790.0250339897948
31,Litter,1790.0250339945794
32,Litter,1790.025033996454
