time,species,N
1,Annual,58900.998748900514
2,Annual,58900.99874890072
3,Annual,58893.33338114417
4,Annual,58779.44614337771
5,Annual,57205.013436747664
6,Annual,49415.13030841337
7,Annual,44356.00291636736
8,Annual,43574.28077664441
9,Annual,43526.11273524033
10,Annual,43536.41900289377
11,Annual,43543.137410324125
12,Annual,43545.96713828419
13,Annual,43547.07638746267
14,Annual,43547.50459068313
15,Annual,43547.669325233255
16,Annual,43547.732651444836
17,Annual,43547.75699058222
18,Annual,43547.766344825635
19,Annual,43547.7699398983
20,Annual,43547.77132157211
21,Annual,43547.77185258266
22,Annual,43547.77205666253
23,Annual,43547.77213509532
24,Annual,43547.77216523903
25,Annual,43547.77217682395
26,Annual,43547.77218127632
27,Annual,43547.77218298731
28,Annual,43547.772183644985
29,Annual,43547.77218389778
30,Annual,43547.77218399493
31,Annual,43547.77218403229
32,Annual,43547.77218404662
33,Annual,43547.77218405218
34,Annual,43547.77218405419
35,Annual,43547.77218405509
36,Annual,43547.77218405534
37,Annual,43547.772184055466
38,Annual,43547.7721840555
39,Annual,43547.772184055575
40,Annual,43547.77218405554
41,Annual,43547.77218405543
42,Annual,43547.772184055386
43,Annual,43547.7721840555
44,Annual,43547.77218405566
45,Annual,43547.77218405569
46,Annual,43547.77218405569
47,Annual,43547.77218405569
48,Annual,43547.77218405569
49,Annual,43547.77218405569
50,Annual,43547.77218405569
51,Annual,43547.77218405569
52,Annual,43547.77218405569
53,Annual,43547.77218405569
54,Annual,43547.77218405569
55,Annual,43547.77218405569
56,Annual,43547.77218405569
57,Annual,43547.77218405569
58,Annual,43547.77218405569
59,Annual,43547.77218405569
60,Annual,43547.77218405569
61,Annual,43547.77218405569
62,Annual,43547.77218405569
63,Annual,43547.77218405569
64,Annual,43547.77218405569
65,Annual,43547.77218405569
66,Annual,43547.77218405569
67,Annual,43547.77218405569
68,Annual,43547.77218405569
69,Annual,43547.77218405569
70,Annual,43547.77218405569
71,Annual,43547.77218405569
72,Annual,43547.77218405569
73,Annual,43547.77218405569
74,Annual,43547.77218405569
75,Annual,43547.77218405569
76,Annual,43547.77218405569
77,Annual,43547.77218405569
78,Annual,43547.77218405569
79,Annual,43547.77218405569
80,Annual,43547.77218405569
81,Annual,43547.77218405569
82,Annual,43547.77218405569
83,Annual,43547.77218405569
84,Annual,43547.77218405569
85,Annual,43547.77218405569
86,Annual,43547.77218405569
87,Annual,43547.77218405569
88,Annual,43547.77218405569
89,Annual,43547.77218405569
90,Annual,43547.77218405569
91,Annual,43547.77218405569
92,Annual,43547.77218405569
93,Annual,43547.77218405569
94,Annual,43547.77218405569
95,Annual,43547.77218405569
96,Annual,43547.77218405569
97,Annual,43547.77218405569
98,Annual,43547.77218405569
99,Annual,43547.77218405569
100,Annual,43547.77218405569
1,Perennial first-year,10
2,Perennial first-year,0.6708929929256584
3,Perennial first-year,11.017107534086973
4,Perennial first-year,173.85127807636275
5,Perennial first-year,2333.642639470465
6,Perennial first-year,10553.148292497885
7,Perennial first-year,13818.941328845058
