effect,component,group,term,estimate,std.error,conf.low,conf.high,rhat,ess
fixed,cond,NA,(Intercept),-2.6465946435430356,0.6175834709011879,-3.8390740197357527,-1.4206558664583584,1.0000841122403759,5655.733739784111
fixed,cond,NA,fungicide,-0.3420221629069532,0.9127221761474443,-2.130820230439078,1.464163490128925,1.0000627472197465,5110.7714107121
fixed,cond,NA,background_density,0.015838037295531366,0.06783026085672511,-0.11822783585309998,0.14505278711158123,1.0001557511410741,4989.9603422872415
fixed,cond,NA,monthlate_aug,0.524094842273633,0.9278241378380063,-1.287744934279186,2.38533127627705,1.0005214359983798,5145.670230794218
fixed,cond,NA,monthsep,-0.8675107038885815,0.9265155299903327,-2.6666805236486075,0.9632362107282759,1.0002595402407042,5457.146671635976
fixed,cond,NA,fungicide:background_density,-0.02874910604627971,0.09887660842322803,-0.22365439882777974,0.1619470121982292,1.000100814008932,4552.969743995508
fixed,cond,NA,fungicide:monthlate_aug,-1.66897390177657,1.282010537877425,-4.243142959575263,0.8184568462356439,1.0003003805935828,4939.805416484769
fixed,cond,NA,fungicide:monthsep,0.621826356530196,1.3071247270379378,-1.9691945628857723,3.1599858705887365,1.0003994071161182,5091.855566145783
fixed,cond,NA,background_density:monthlate_aug,-0.07150444290183057,0.09966110580739454,-0.265211022982509,0.12759908910621534,1.0004625013019977,4810.637535037681
fixed,cond,NA,background_density:monthsep,-0.12534753713892263,0.09941886690671685,-0.3189732889208178,0.06830203569922595,1.000349604272904,5082.768710462303
fixed,cond,NA,fungicide:background_density:monthlate_aug,0.18468843728583573,0.1382295490927246,-0.09080791634632683,0.4533353294867905,1.0003163290507424,4849.942956486502
fixed,cond,NA,fungicide:background_density:monthsep,0.11679267433917748,0.15879212902916656,-0.1905691881027458,0.4298401113680596,1.0001489981988052,5546.420934021879
ran_pars,cond,plotID,sd__(Intercept),0.4023051444302352,0.27084677756927034,1.2657387719219654e-5,0.897370396959316,1.000174846114997,4558.656498919262
ran_pars,cond,plotID:plantID,sd__(Intercept),0.3940682744266938,0.2676317997963808,2.7197735084907553e-5,0.8811406631284148,1.0003584255094435,4189.23557617016
ran_pars,cond,Residual,sd__Observation,1.4506382035805097,0.14684282582181438,1.1709062343581473,1.7413656714684793,1.0001055232218832,8911.202737468471
