effect,component,group,term,estimate,std.error,conf.low,conf.high,rhat,ess
fixed,cond,NA,(Intercept),-4.625637370767576,0.7571252238813075,-6.124842365360113,-3.161960774801583,1.000105528569166,7208.138778570583
fixed,cond,NA,fungicide,1.6735129633730332,1.0230471893463435,-0.34411118828332604,3.664433593565499,1.0003710188908383,6517.139127871039
fixed,cond,NA,background_density,0.11442058532594224,0.16001776358906145,-0.2020041620226143,0.4270342841741827,1.0002881241147934,7235.561286520862
fixed,cond,NA,monthjul,1.8296148374607495,0.9297087104608794,0.03865079703797321,3.6645800941413462,1.0002937429740704,7445.997287202285
fixed,cond,NA,monthearly_aug,2.8280921572177418,0.997237815416766,0.9496797613484251,4.8662283630847165,1.00009887798896,7787.039204884565
fixed,cond,NA,monthlate_aug,4.099260478287217,1.203415713839374,1.7573781512122038,6.432400572180201,1.0001815714572904,7100.580145718774
fixed,cond,NA,fungicide:background_density,-0.1766933281174912,0.21760879386404178,-0.5927043889945857,0.25763289331423894,1.0005325569147605,6593.3590857820345
fixed,cond,NA,fungicide:monthjul,-0.7439396549595857,1.2683666874697395,-3.2035133761798025,1.8111778236496836,1.000311211033168,7229.550640641563
fixed,cond,NA,fungicide:monthearly_aug,-1.541895766566336,1.3421171267700522,-4.138518975842184,1.111705723854722,0.9999668863968109,7184.725755993733
fixed,cond,NA,fungicide:monthlate_aug,-1.7891831709185029,1.4812187071492036,-4.785344875403294,1.010858024439261,1.0000130408920964,6576.004195727413
fixed,cond,NA,background_density:monthjul,-0.3258081726059277,0.20546095567725237,-0.7433072198329826,0.06724931393566058,1.000412023984154,7810.486481943374
fixed,cond,NA,background_density:monthearly_aug,-0.15082549421108446,0.23132941261067477,-0.6074069161420477,0.2966678366332741,1.0002096544179757,8120.393669071306
fixed,cond,NA,background_density:monthlate_aug,-0.21679271415225898,0.507560295619369,-1.2268628202628236,0.7704836925726819,0.9999753532930775,8101.604856776092
fixed,cond,NA,fungicide:background_density:monthjul,0.12412694740773024,0.276222804227915,-0.4106103300414006,0.6698015747389602,1.000252244618491,7223.69668040071
fixed,cond,NA,fungicide:background_density:monthearly_aug,0.19584284606912158,0.31607651727752617,-0.4223129383128845,0.8196958178249238,1.0002242808117114,7543.845246529967
fixed,cond,NA,fungicide:background_density:monthlate_aug,0.2880156965655845,0.5596836032559246,-0.8069418888151715,1.3918413385667485,0.9999668309035638,7673.474627377531
ran_pars,cond,plotID,sd__(Intercept),0.5406268760447362,0.3254549163183734,5.96235510359843e-5,1.108124425524307,1.0008172839765337,3126.7110399378066
ran_pars,cond,plotID:plantID,sd__(Intercept),0.5388723942575477,0.3313402259513442,6.8805846621647e-5,1.1204324386373214,1.000159623448681,2834.1132273016665
ran_pars,cond,Residual,sd__Observation,1.5499691920210372,0.14207940395066687,1.2910994555688784,1.8371705378005918,1.0004415841957335,9121.363925244616
