fungicide,.draw,value
1,1,0.688029822179827
1,2,0.7405989597719698
1,3,0.8616645858612798
1,4,0.6136648974732312
1,5,0.6110442690280455
1,6,0.6266000440947372
1,7,0.7730654889852767
1,8,0.7681760613584651
1,9,0.7160015109784166
1,10,0.6506529604154057
1,11,0.5559438699302691
1,12,0.5004370878025681
1,13,0.8272960337486943
1,14,0.8337126052175263
1,15,0.8059556003808177
1,16,0.7971790186659246
1,17,0.8544240107146217
1,18,0.8626592177157402
1,19,0.7776273395016986
1,20,0.6944012037518628
1,21,0.6700270596709069
1,22,0.7399968091153709
1,23,0.726448943508272
1,24,0.7240361499770992
1,25,0.8171313588385631
1,26,0.650980824495322
1,27,0.7801453174543611
1,28,0.4181325311204381
1,29,0.5722215850246833
1,30,0.6880896984365508
1,31,0.49050409581061416
1,32,0.6299668559185742
1,33,0.4954359159531801
1,34,0.6822438991679781
1,35,0.8537674827475618
1,36,0.4034943279377593
1,37,0.6252522910744757
1,38,0.7946909289178065
1,39,0.6996077506180248
1,40,0.7344330430815292
1,41,0.74115229624725
1,42,0.6752186019005985
1,43,0.6632214301201463
1,44,0.7736282634262084
1,45,0.8581978803584652
1,46,0.7487452782708814
1,47,0.6694510644080595
1,48,0.7308443477320696
1,49,0.7228513023642127
1,50,0.6548594054689435
1,51,0.8119104200775598
1,52,0.7566650502104327
1,53,0.5338995264878119
1,54,0.7391972301271664
1,55,0.7854618800577426
1,56,0.5673141914897076
1,57,0.6305707657762044
1,58,0.602489845101953
1,59,0.817896679850866
1,60,0.711127855321374
1,61,0.690725739603855
1,62,0.5877959116343732
1,63,0.7824544463306963
1,64,0.4803322750487527
1,65,0.7247622909986823
1,66,0.6700239821121914
1,67,0.5613060874024081
1,68,0.4797472909596032
1,69,0.7568908770203621
1,70,0.7623376834883326
1,71,0.7329230564078685
1,72,0.683804664061257
1,73,0.5562671404858701
1,74,0.6076512053114436
1,75,0.7987432876218364
1,76,0.7606335102229725
1,77,0.8422575952674787
1,78,0.8285219878533883
1,79,0.7490705016362165
1,80,0.8790684101194027
1,81,0.8243609706201974
1,82,0.7264230374804119
1,83,0.9025668117439765
1,84,0.7243026850253002
1,85,0.8492945463284028
1,86,0.6896569024837947
1,87,0.8840096422237478
1,88,0.739594521410807
1,89,0.8918567063825071
1,90,0.8182968444709536
1,91,0.630482949861503
1,92,0.9020753938068259
1,93,0.8877401249378742
1,94,0.8787622454956694
1,95,0.8741775001488709
1,96,0.8549706674450361
1,97,0.738903135414298
1,98,0.6308312345439887
1,99,0.6877990105544249
1,100,0.5413908003821423
1,101,0.5883413342928031
1,102,0.8363296117302762
1,103,0.7111212814171755
1,104,0.8292472835666385
1,105,0.8616288613212048
1,106,0.2894454343095317
1,107,0.8877020925245229
1,108,0.7919387313002497
1,109,0.8190006448947414
1,110,0.7249064964826059
1,111,0.7364845829084309
1,112,0.8845706811991993
1,113,0.7655578244587625
1,114,0.7244134561363925
1,115,0.905327215855764
1,116,0.752454406799052
1,117,0.8329107596694608
1,118,0.708494791667197
1,119,0.7001879417477235
1,120,0.7242258602766976
1,121,0.7094423511645053
1,122,0.7268324304816867
1,123,0.48320882175684926
1,124,0.6974843617696926
1,125,0.714368721480976
1,126,0.7195716851683164
1,127,0.7150991365917322
1,128,0.7979330587237393
1,129,0.8310723450076624
1,130,0.7160647370599821
1,131,0.772073632503279
1,132,0.7136127490864804
1,133,0.7506037851730822
1,134,0.47879726682914175
1,135,0.562996923205795
1,136,0.5712251669556441
1,137,0.7896213544272617
1,138,0.5897918318637817
1,139,0.6370627946126763
1,140,0.6825469576848678
1,141,0.669915160036519
1,142,0.6936315040379102
1,143,0.8180419063895213
1,144,0.6771044504308156
1,145,0.6997858014445875
1,146,0.6339055577455612
1,147,0.8250812558383356
1,148,0.6379379432913567
1,149,0.7904161156619777
1,150,0.8462649692400159
1,151,0.6891628971094883
1,152,0.8458534831512933
1,153,0.7584709274404853
1,154,0.6904441675845935
1,155,0.5377322067720501
1,156,0.7518890409574015
1,157,0.8355696788268785
1,158,0.4422877774027438
1,159,0.6738210813397981
1,160,0.6970269208392059
1,161,0.8912807466853359
1,162,0.7128386597787769
1,163,0.7333978213887098
1,164,0.8344147345625447
1,165,0.6328291569191179
1,166,0.7247243551642534
1,167,0.7725528725961522
1,168,0.8224652353869564
1,169,0.7246719360050897
1,170,0.6672615476229133
1,171,0.7196562944080318
1,172,0.8329588075436721
1,173,0.6109670366585914
1,174,0.7780356472823067
1,175,0.7819453817606152
1,176,0.7280379622495963
1,177,0.6947452488396446
1,178,0.8076772656355973
1,179,0.501096461205841
1,180,0.6554742373000723
1,181,0.6896257397549982
1,182,0.5770660442969481
1,183,0.6558127536880354
1,184,0.7916890969985004
1,185,0.8316457878200468
1,186,0.8373106465405962
1,187,0.7071074443888777
1,188,0.9209372805745809
1,189,0.8425654544247165
1,190,0.788682336155085
1,191,0.5605729739828494
1,192,0.5752960327375942
1,193,0.37283087243570806
1,194,0.5947844140706077
1,195,0.6594812866947813
1,196,0.7874180810413784
1,197,0.6571802088241202
1,198,0.6394661246648933
1,199,0.6562239847794905
1,200,0.7840238049663564
1,201,0.7465379778018053
1,202,0.8222050045262224
1,203,0.7666486999135116
1,204,0.6524067877885791
1,205,0.8146474074294081
1,206,0.7418848932973985
1,207,0.7365855844081347
1,208,0.7183651671226556
1,209,0.789104294353619
1,210,0.5686166257637202
1,211,0.46623446088593573
1,212,0.7837812069249017
1,213,0.6622845619757721
1,214,0.7124949038921496
1,215,0.5833848387523466
1,216,0.8200321048383878
1,217,0.8832388135405529
1,218,0.7309709547018
1,219,0.7757387204416855
1,220,0.7341728187513673
1,221,0.7222725049430408
1,222,0.8108653872013578
1,223,0.7282958515555459
1,224,0.8334852833044313
1,225,0.8259121985755016
1,226,0.7142802432087582
1,227,0.622005657423521
1,228,0.6756883524274319
1,229,0.9076722667869342
1,230,0.47313704221858904
1,231,0.68828128059166
1,232,0.7668911859721483
1,233,0.7752232548461725
1,234,0.7813387540328927
1,235,0.42345707584231124
1,236,0.3745926407937565
1,237,0.7614018409408054
1,238,0.6553699474291723
1,239,0.833065297680351
1,240,0.7083820187750968
1,241,0.8834978247576252
1,242,0.7367206404431992
1,243,0.6149442629590959
1,244,0.8146265195753908
1,245,0.8771309891629044
1,246,0.7000050608148254
1,247,0.7496978528652526
1,248,0.8252750934176472
1,249,0.8506600964841943
1,250,0.7988972210960779
1,251,0.7927723927126078
1,252,0.7736846378477341
1,253,0.8939459708719818
1,254,0.6496134419752626
1,255,0.8097732867654864
1,256,0.6846777166013301
1,257,0.7113144089752771
1,258,0.7395457521740568
1,259,0.6910484912181284
1,260,0.7676648755326627
1,261,0.7084672701057674
1,262,0.888041140154575
1,263,0.8626061790480751
1,264,0.6793632864922913
1,265,0.893928053400421
1,266,0.6994389456974387
1,267,0.7382201545010814
1,268,0.6553795175962284
1,269,0.7084876187719958
1,270,0.7230504824830231
1,271,0.6140564824442893
1,272,0.8488231347231644
1,273,0.8856173651202762
1,274,0.5360867879026229
1,275,0.5690689262144746
1,276,0.8734740172373395
1,277,0.7601414930459386
1,278,0.8635412935627618
1,279,0.6793247708192383
1,280,0.7533713369399615
1,281,0.5870408951173393
1,282,0.5746032530305369
1,283,0.842294828311889
1,284,0.7479554388184225
1,285,0.7650632102951599
1,286,0.5526089631183344
1,287,0.7726497120300078
1,288,0.8852635380215397
1,289,0.7127508649613313
1,290,0.7580353244703251
1,291,0.9596349495361198
1,292,0.96627897091327
1,293,0.9787284627521035
1,294,0.6183270476514747
1,295,0.7881338060414014
1,296,0.6787532429140716
1,297,0.7535687424668297
1,298,0.6805032802557904
1,299,0.7215867424291422
1,300,0.8400710247606114
1,301,0.7706095699107239
1,302,0.7709174937819425
1,303,0.6906771516386779
1,304,0.7039921039347424
1,305,0.5056613716629772
1,306,0.849309711505356
1,307,0.799011715901677
1,308,0.45537357837119746
1,309,0.664518347101349
1,310,0.6356408611941032
1,311,0.6539475221279202
1,312,0.7094299284336797
1,313,0.7401455207391565
1,314,0.8358276610507135
1,315,0.77300382308113
1,316,0.6700764509014397
1,317,0.7872049515874507
1,318,0.5890773830296764
1,319,0.7131931813027231
1,320,0.7173760272764925
1,321,0.8277549601386996
1,322,0.8519445809829257
1,323,0.3877268797999056
1,324,0.6762859284708205
1,325,0.701514691036095
1,326,0.799973889331187
1,327,0.7899018598123951
1,328,0.8700317823852634
1,329,0.6536518156679424
1,330,0.8165935840681564
1,331,0.7219135440399567
1,332,0.7246977874071313
1,333,0.5392175475609531
1,334,0.7127931312496593
1,335,0.8669202244003017
1,336,0.9032213975082715
1,337,0.897862620937664
1,338,0.8722055883757373
1,339,0.7934636198193955
1,340,0.6743894170006629
1,341,0.7911961353635089
1,342,0.7355906007894641
1,343,0.7964689656685852
1,344,0.5070031374649743
1,345,0.5569467979522673
1,346,0.5847525560082653
1,347,0.9261414179880594
1,348,0.8729563213070956
1,349,0.9111522953455151
1,350,0.7623412494903542
1,351,0.5815122475300462
1,352,0.7244621989633514
1,353,0.641368968336611
1,354,0.6996976172009278
1,355,0.8043493501564709
1,356,0.7391898001480935
1,357,0.7880000893422339
1,358,0.8461531453566296
1,359,0.8053197354611298
1,360,0.7697368323015028
1,361,0.6826192177116588
1,362,0.807860718180952
1,363,0.5375860647955463
1,364,0.8391863977502008
