effect,component,group,term,estimate,std.error,conf.low,conf.high,rhat,ess
fixed,cond,NA,(Intercept),-3.3503707818542225,0.5877499688097492,-4.5983466581278485,-2.2562050615181306,1.0000545127715113,9659.616832023847
fixed,cond,NA,fungicide,0.5748489540224593,0.9039731991021952,-1.242917899600303,2.320986251013467,1.000117862597762,7790.315109565437
fixed,cond,NA,background_density,0.14206310533871083,0.1198783040238645,-0.09361550385242086,0.374181705308808,1.0001844926877859,9170.696412675416
fixed,cond,NA,monthlate_aug,0.43202065563598113,1.2311073907732148,-1.9498987570675352,2.9056803642633824,0.9999131447112636,8708.558672856147
fixed,cond,NA,monthsep,-0.026423080628668008,0.986906465950649,-1.9043055019177109,1.9394102533839404,1.000311613152637,9123.522097482206
fixed,cond,NA,fungicide:background_density,-0.2737784852359945,0.19585799635010998,-0.6510389411103346,0.12063043157739874,1.0004124230163962,7480.518904268953
fixed,cond,NA,fungicide:monthlate_aug,-1.2366492029773075,1.4473815654639426,-4.123414277376795,1.5342563972545036,1.0000067144371685,8255.087828781332
fixed,cond,NA,fungicide:monthsep,-1.6619374817957806,1.2868653107075476,-4.138138376293551,0.9400062900826591,1.0003975998364698,9174.284808597507
fixed,cond,NA,background_density:monthlate_aug,-0.03576519721602196,0.22157966115688219,-0.47082275734084084,0.3894930089656807,0.9999560112401313,8234.14355816033
fixed,cond,NA,background_density:monthsep,-0.24260181094305958,0.21722085245814246,-0.6687481643319272,0.18706622354004046,1.0003307926877,9128.550158630109
fixed,cond,NA,fungicide:background_density:monthlate_aug,0.3467414608222252,0.31786757037282254,-0.256779671388695,0.983798203718778,1.0000000692605693,9202.184305385612
fixed,cond,NA,fungicide:background_density:monthsep,0.6938837316120324,0.29496354740386316,0.10815949824609346,1.2643970841809173,1.0001232776723357,8811.714247604763
ran_pars,cond,plotID,sd__(Intercept),0.840650014739576,0.351804624310942,0.06944773280469554,1.4837217365747155,1.0001059572503939,2995.5365657443663
ran_pars,cond,plotID:plantID,sd__(Intercept),0.2869164071421786,0.2126698083354802,8.883015078909448e-6,0.692444568116685,1.0007953960168288,5947.119130695558
ran_pars,cond,Residual,sd__Observation,1.4651387316183055,0.14204325511406332,1.2095062655849367,1.756021937675048,0.9999664294589924,6320.811785313646
