Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle
leaf:D1_10F_Ev1_Sept19,1,20922,20922,25.402,255,1914.777,929.545,28.658,89.18
lesions:D1_10F_Ev1_Sept19,6,14585,2430.833,43.704,255,325.011,136.132,15.973,80.228
leaf:D1_10F_Ev2_Sept19,1,72339,72339,17.325,255,5533.862,2613.265,35.245,91.91
lesions:D1_10F_Ev2_Sept19,4,61652,15413,24.409,255,1379.128,633.352,15.499,93.016
leaf:D1_10F_Ev3_Sept19,1,53539,53539,25.795,254.981,2830.299,1108.28,61.508,91.46
lesions:D1_10F_Ev3_Sept19,14,30936,2209.714,30.898,255,269.562,81.47,10.813,64.274
leaf:D1_10F_EvA_Sept19_edited,1,22768,22768,15.667,255,2505.896,954.01,30.387,91.201
lesions:D1_10F_EvA_Sept19_edited,1,20253,20253,29.239,255,2300.725,928.444,27.774,91.211
leaf:D1_1F_Ev1_Sept19_edited,1,56580,56580,32.102,255,3436.614,1325.517,54.349,90.464
lesions:D1_1F_Ev1_Sept19_edited,1,53313,53313,41.148,255,2967.37,1286.428,52.766,90.434
leaf:D1_1F_EvA_Sept19,1,64970,64970,17.715,255,4874.472,1840.93,44.935,89.436
lesions:D1_1F_EvA_Sept19,2,63076,31538,24.911,255,2340.517,1105.559,23.692,98.116
leaf:D1_2F_Ev1_Sept19,1,91651,91651,34.945,255,4758.223,2205.156,52.919,90.152
lesions:D1_2F_Ev1_Sept19,1,89968,89968,65.393,255,4670.524,2186.308,52.395,90.146
leaf:D1_2F_Ev2_Sept19,1,86492,86492,27.74,255,5014.909,2564.444,42.943,91.155
lesions:D1_2F_Ev2_Sept19,1,84149,84149,36.678,255,4941.779,2547.479,42.058,91.138
leaf:D1_2F_Ev3_Sept19,1,23257,23257,32.009,255,2146.818,977.007,30.309,89.724
lesions:D1_2F_Ev3_Sept19,1,19515,19515,44.32,255,2139.21,933.575,26.615,89.816
leaf:D1_3F_Ev1_Sept19,1,68458,68458,34.208,255,3322.365,1415.107,61.595,89.8
lesions:D1_3F_Ev1_Sept19,1,67386,67386,50.709,255,3200.642,1405.784,61.033,89.819
leaf:D1_3F_Ev2_Sept19_edited,1,94507,94507,32.314,255,4347.717,1827.072,65.86,90.708
lesions:D1_3F_Ev2_Sept19_edited,4,78961,19740.25,43.801,255,1199.636,436.568,22.095,89.257
leaf:D1_3F_Ev3_Sept19,1,80757,80757,31.045,255,4488.982,2041.677,50.362,90.038
lesions:D1_3F_Ev3_Sept19,5,72838,14567.6,45.731,255,847.395,391.598,19.061,103.041
