Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle
leaf:D1_1F_Mv_Edge_September,20,880473,44023.65,20.431,255,1330.288,547.302,99.407,50.417
lesions:D1_1F_Mv_Edge_September,38,851342,22403.737,20.536,255,741.737,286.98,52.983,45.496
leaf:D1_1W_Mv_Edge_September,20,956347,47817.35,25.256,255,1343.606,557.209,106.142,73.2
lesions:D1_1W_Mv_Edge_September,21,943680,44937.143,25.845,255,1252.194,526.934,100.607,71.836
leaf:D1_2F_Mv_Edge_September,19,1054530,55501.579,22.892,255,1401.405,571.901,110.37,81.509
lesions:D1_2F_Mv_Edge_September,33,1021734,30961.636,23.133,255,838.187,325.45,64.661,71.074
leaf:D1_2W_Mv_Edge_September,20,1075167,53758.35,24.785,255,1376.071,569.247,114.806,37.689
lesions:D1_2W_Mv_Edge_September,21,1063248,50630.857,25.194,255,1285.681,539.383,108.647,35.89
leaf:D1_3F_Mv_Edge_September,19,904859,47624.158,23.033,255,1324.779,525.034,109.429,83.343
lesions:D1_3F_Mv_Edge_September,22,896131,40733.227,25.087,255,1119.32,452.486,94.373,82.636
leaf:D1_3W_Mv_Edge_September,20,1094110,54705.5,21.952,255,1429.394,586.405,114.54,81.17
lesions:D1_3W_Mv_Edge_September,31,1059724,34184.645,21.979,255,958.598,376.549,75.063,67.472
leaf:D1_4F_Mv_Edge_September,20,1021269,51063.45,22.104,255,1343.879,557.172,108.57,97.777
lesions:D1_4F_Mv_Edge_September,30,987611,32920.367,22.027,255,941.313,369.957,73.597,77.968
leaf:D1_4W_Mv_Edge_September,22,1052054,47820.636,22.217,255,1316.004,537.451,108.337,66.674
lesions:D1_4W_Mv_Edge_September,24,1038876,43286.5,23.899,255,1189.279,489.162,99.501,69.901
leaf:D1_5F_Mv_Edge_September,18,497739,27652.167,17.928,255,1017.46,424.829,80.715,80.669
lesions:D1_5F_Mv_Edge_September,19,486974,25630.211,18.627,255,944.825,398.487,76.005,77.893
leaf:D1_5W_Mv_Edge_September,20,847781,42389.05,19.22,255,1279.651,517.648,101.92,109.086
lesions:D1_5W_Mv_Edge_September,20,839092,41954.6,21.025,255,1258.87,514.853,101.386,109.096
leaf:D1_6F_Mv_Edge_September,19,896021,47159,20.755,255,1359.719,535.217,109.337,56.312
lesions:D1_6F_Mv_Edge_September,29,873426,30118.138,21.482,255,860.345,360.352,70.493,68.809
leaf:D1_6W_Mv_Edge_September,20,916456,45822.8,23.995,255,1393.531,568.817,98.805,73.734
