date,site,plot,treatment,sp,ID,height.cm,tillers,basal_circ.cm,infec,leaves_tot,leaves_infec,field_notes
20180605,D4,9,fungicide,Mv,2,31.4,8,NA,0,NA,NA,
20180605,D4,9,fungicide,Mv,3,25.2,5,NA,0,NA,NA,
20180605,D4,9,fungicide,Ev,1,35.1,6,5.4,0,NA,NA,
20180605,D4,9,fungicide,Ev,2,14.5,2,4.4,0,NA,NA,
20180605,D4,9,fungicide,Ev,3,13.8,5,3.8,0,NA,NA,
20180605,D4,9,fungicide,Ev,A,71.4,10,7.2,0,NA,NA,
20180605,D4,10,fungicide,Mv,1,NA,NA,NA,NA,NA,NA,tree fell on plot
20180605,D4,10,fungicide,Mv,2,NA,NA,NA,NA,NA,NA,tree fell on plot
20180605,D4,10,fungicide,Mv,3,NA,NA,NA,NA,NA,NA,tree fell on plot
20180605,D4,10,fungicide,Ev,1,NA,NA,NA,NA,NA,NA,tree fell on plot
20180605,D4,10,fungicide,Ev,2,NA,NA,NA,NA,NA,NA,tree fell on plot
20180605,D4,10,fungicide,Ev,3,NA,NA,NA,NA,NA,NA,tree fell on plot
20180605,D4,10,fungicide,Ev,A,NA,NA,NA,NA,NA,NA,tree fell on plot
20180605,D4,1,water,Mv,1,49.4,13,NA,0,NA,NA,
20180605,D4,1,water,Mv,2,33.4,10,NA,0,NA,NA,
20180605,D4,1,water,Mv,3,43.2,10,NA,0,NA,NA,
20180605,D4,1,water,Ev,1,26,10,3.1,0,3,0,Infection recorded 20180607
20180605,D4,1,water,Ev,2,29.5,9,3.1,1,6,1,Infection recorded 20180607
20180605,D4,1,water,Ev,3,23.4,11,2.5,0,3,0,Infection recorded 20180607
20180605,D4,1,water,Ev,A,59.9,6,4.5,0,NA,NA,
20180605,D4,2,water,Mv,1,39.8,7,NA,0,NA,NA,
20180605,D4,2,water,Mv,2,25,5,NA,0,NA,NA,
20180605,D4,2,water,Mv,3,37.3,5,NA,0,NA,NA,
20180605,D4,2,water,Ev,1,38.5,8,4,1,6,1,Infection recorded 20180607
20180605,D4,2,water,Ev,2,41.4,10,4.9,0,4,0,Infection recorded 20180607
20180605,D4,2,water,Ev,3,37.9,7,4.6,0,5,0,Infection recorded 20180607
20180605,D4,2,water,Ev,A,58.1,12,4.7,0,NA,NA,
20180605,D4,3,water,Mv,1,46.5,11,NA,0,NA,NA,
20180605,D4,3,water,Mv,2,49.5,7,NA,0,NA,NA,
20180605,D4,3,water,Mv,3,49.1,8,NA,0,NA,NA,
20180605,D4,3,water,Ev,1,50.9,6,4.1,1,8,2,Infection recorded 20180607
20180605,D4,3,water,Ev,2,29.5,13,4.8,0,8,0,Infection recorded 20180607
20180605,D4,3,water,Ev,3,31.2,8,5.1,0,6,0,Infection recorded 20180607
20180605,D4,3,water,Ev,A,82.2,11,7.1,0,NA,NA,
20180605,D4,4,water,Mv,1,31.9,5,NA,0,NA,NA,
20180605,D4,4,water,Mv,2,61.1,11,NA,0,NA,NA,
20180605,D4,4,water,Mv,3,58.8,5,NA,0,NA,NA,
20180605,D4,4,water,Ev,1,21.4,8,3.5,0,NA,NA,
20180605,D4,4,water,Ev,2,22,8,5.3,0,NA,NA,
20180605,D4,4,water,Ev,3,20.5,8,4.1,0,NA,NA,
20180605,D4,4,water,Ev,A,50.3,8,4.2,0,NA,NA,
20180605,D4,5,water,Mv,1,56.4,6,NA,0,NA,NA,
20180605,D4,5,water,Mv,2,51.9,10,NA,0,NA,NA,
20180605,D4,5,water,Mv,3,45.5,6,NA,0,NA,NA,
20180605,D4,5,water,Ev,1,28.1,8,4,0,NA,NA,
20180605,D4,5,water,Ev,2,28.3,7,3.6,0,NA,NA,
20180605,D4,5,water,Ev,3,38.9,7,3.6,0,NA,NA,
20180605,D4,5,water,Ev,A,95,11,7.4,0,NA,NA,
20180605,D4,6,water,Mv,1,30.4,11,NA,0,NA,NA,
20180605,D4,6,water,Mv,2,38.3,8,NA,0,NA,NA,
20180605,D4,6,water,Mv,3,56.1,13,NA,0,NA,NA,
20180605,D4,6,water,Ev,1,39.9,5,3,0,5,0,Infection recorded 20180607
20180605,D4,6,water,Ev,2,32.7,11,4.7,0,4,0,Infection recorded 20180607
20180605,D4,6,water,Ev,3,43.5,9,4,1,5,1,
20180605,D4,6,water,Ev,A,70.7,14,11.5,0,NA,NA,
20180605,D4,7,water,Mv,1,30.2,5,NA,0,6,0,Infection recorded 20180607
20180605,D4,7,water,Mv,2,47.1,25,NA,0,6,0,Infection recorded 20180607
20180605,D4,7,water,Mv,3,33.1,17,NA,1,6,1,
20180605,D4,7,water,Ev,1,40.4,4,0.9,0,7,0,Infection recorded 20180607
20180605,D4,7,water,Ev,2,24.8,7,3,0,1,0,Infection recorded 20180607
20180605,D4,7,water,Ev,3,28.7,10,3.9,1,5,1,
20180605,D4,7,water,Ev,A,75.8,16,13,0,NA,NA,
20180605,D4,8,water,Mv,1,27.2,6,NA,0,NA,NA,
20180605,D4,8,water,Mv,2,36.2,6,NA,0,NA,NA,
20180605,D4,8,water,Mv,3,39.1,6,NA,0,NA,NA,
20180605,D4,8,water,Ev,1,31.4,7,3.7,1,7,2,Infection recorded 20180607
20180605,D4,8,water,Ev,2,35.6,11,5.3,0,2,0,Infection recorded 20180607
20180605,D4,8,water,Ev,3,30,7,3.5,0,3,0,Infection recorded 20180607
20180605,D4,8,water,Ev,A,89.4,11,8.4,0,NA,NA,
20180605,D4,9,water,Mv,1,51,11,NA,0,NA,NA,
20180605,D4,9,water,Mv,2,38.9,6,NA,0,NA,NA,
20180605,D4,9,water,Mv,3,51.9,7,NA,0,NA,NA,
20180605,D4,9,water,Ev,1,35.3,4,2.8,1,4,2,Infection recorded 20180607
20180605,D4,9,water,Ev,2,45.1,5,2.7,0,7,0,
20180605,D4,9,water,Ev,3,27.4,7,2.5,1,3,2,
20180605,D4,9,water,Ev,A,65.3,8,4.6,0,NA,NA,
20180605,D4,10,water,Mv,1,41,8,NA,0,NA,NA,
20180605,D4,10,water,Mv,2,58.8,7,NA,0,NA,NA,
20180605,D4,10,water,Mv,3,38.1,12,NA,0,NA,NA,
20180605,D4,10,water,Ev,1,42.3,6,2.9,0,NA,NA,
20180605,D4,10,water,Ev,2,39.8,4,2.6,0,NA,NA,
20180605,D4,10,water,Ev,3,47.6,3,3.3,0,NA,NA,
20180605,D4,10,water,Ev,A,67.2,13,4.6,0,NA,NA,
