site,plot,treatment,month,hum_avg_se,hum_min_se,hum_max_se,hum_dur_se,dew_int_se,dew_int2_se,hum_avg,hum_min,hum_max,hum_dur,dew_intensity,dew_intensity2,dew_days,temp_avg_se,temp_min_se,temp_max_se,hind_max_se,hrs_10_35_se,temp_avg,temp_min,temp_max,hind_max,hrs_10_35
D1,1,water,early_aug,0.0059800722567222965,0.019168371985949045,1.8556531251045076e-4,1.1657843944906237,4.686577521899567,2.5966059795640275,0.9106438333333333,0.5440192307692308,0.9997961538461538,7.153846153846154,12.395676918877049,9.31611555992179,0,0.42007493895007425,0.5719237827836935,0.6488537868321265,1.3200546877679824,0.21825016860170937,23.917490384615384,19.035884615384617,34.406076923076924,42.88461538461539,22.96153846153846
D1,1,water,late_aug,0.006980823246163618,0.02586280535531177,3.000000000000003e-4,1.2871900549444486,2.804611192017413,1.3580480884840525,0.9194047222222222,0.5787023333333333,0.9997,8.866666666666667,12.93471565664081,9.9330582195562,0,0.2729062639823743,0.37732578426508884,0.7374674028772481,1.1500624670690367,0.10057307059414874,22.519508333333334,18.0237,31.989166666666666,37.1,23.8
D1,1,water,sep,0.005899869747577748,0.022155894501670343,3.90740740740743e-4,0.888888888888889,4.723510035605151,2.5472007160851198,0.9075183179012346,0.48742851851851854,0.9996092592592593,8.222222222222221,17.849761858815302,13.41978628061239,0,0.3430529664663864,0.4064737034345943,0.847817527779069,1.3509441592258422,0.16045729732568345,21.90388425925926,16.785925925925927,34.65814814814815,39.74074074074074,23.185185185185187
D1,1,water,oct,0.010417174737521394,0.02980136703653836,0.0037455991378293543,1.0089206324257611,7.1610912115088725,4.007304516390472,0.8589863601532567,0.3760248275862069,0.9921220689655172,4.655172413793103,13.317365627722118,9.815512841951142,0,0.9980029992987782,1.0719011839475445,1.3769377586596279,1.7131279158999853,1.2642984186131192,16.436834821428572,10.248000000000001,29.849035714285716,30.78571428571429,18.357142857142858
D1,10,water,early_aug,0.00600749478583158,0.02159834829209738,0,0.8943279517084886,4.606552038827078,2.5953761903323396,0.9203920544871795,0.5989061538461539,1,9.653846153846153,16.649997225806064,11.582724708530973,1,0.4102080303130609,0.5695155061762128,0.5897752409622424,1.2073737943528264,0.13846153846153847,23.692011217948718,18.877884615384616,34.01011538461538,42.69230769230769,23.46153846153846
D1,10,water,late_aug,0.005887452726634044,0.024745905311269772,0,0.731057073315377,2.036299209829412,1.1237173191220104,0.9325732361111111,0.6090583333333334,1,12.366666666666667,20.295203020137965,13.303411814368769,1,0.26345367341855147,0.38247011973541345,0.7918656390006357,1.2456206811168693,0.11890303206597695,22.216105555555554,17.749866666666666,32.1215,38.06666666666667,23.7
D1,10,water,sep,0.005317939296517588,0.02169016377678885,0,0.7210341605159921,4.318051963332561,2.378099504011972,0.9201475771604938,0.4914151851851852,1,12.037037037037036,28.28098529294039,19.77559570548976,1,0.3431610921406085,0.4027874245823836,0.8553552030427917,1.3864460949076332,0.16045729732568345,21.540004629629628,16.563333333333333,34.12714814814815,39.148148148148145,23.185185185185187
D1,10,water,oct,0.00872254235178721,0.030454755741487306,0.0011248663133296946,0.7631971231729275,3.5298951942049936,2.4453761306441626,0.8735592720306513,0.3877706896551724,0.9979789655172414,6.9655172413793105,12.810540231995187,10.502133767954705,0,0.9942026806002764,1.0496498823285842,1.3295205071954654,1.6722553691503894,1.3001104668456107,16.155005952380954,10.017928571428572,29.939535714285714,30.821428571428573,18.071428571428573
D1,2,water,early_aug,0.005820456044205361,0.025311830938662974,0,0.9441191380040773,4.484421576052985,2.569972628072814,0.933141125,0.6360430769230769,1,9.846153846153847,16.237268266100944,11.095129868952826,1,0.39413239017696106,0.5616481246449238,0.5912381128569729,1.2328108067368249,0.10462669622104188,23.488214743589744,19.049576923076923,33.21696153846154,41.34615384615385,23.73076923076923
D1,2,water,late_aug,0.006080054292186414,0.034838031577837325,0,0.8940201511438882,3.5295934465949164,1.8654773621500678,0.9447873888888889,0.637099,1,13.766666666666667,24.61177078723119,14.901570787231172,1,0.25927076981386543,0.373268720804509,0.9505328694879579,1.3984254966682352,0.08753762190648175,22.026122222222224,17.869,32.0253,37.56666666666667,23.666666666666668
D1,2,water,sep,0.0047284609550873385,0.023973581371974247,0,0.6086673056723251,4.4009201349786,2.388305861798659,0.9351302314814814,0.5941911111111111,1,13.185185185185185,29.232009322708524,18.27318908067875,1,0.3276282372690221,0.389761388898976,0.7398013304577171,1.29152561290094,0.08153326507837139,21.169888888888888,16.650185185185187,32.147666666666666,37.03703703703704,23.77777777777778
D1,2,water,oct,0.008569791124960348,0.02820418121754042,0.0017643483757747633,0.9906133258434102,4.893498408281944,2.722232869196157,0.8907490469348659,0.48366724137931033,0.997086551724138,8.379310344827585,17.692502757736854,11.638711697406707,0,0.9916835799758122,1.0401004140312375,1.2329506385179902,1.6039651123489729,1.324428169937601,15.819526785714285,10.266607142857143,26.834857142857143,28.03571428571429,18.321428571428573
D1,3,water,early_aug,0.00585858022727673,0.021652076098170055,0,1.0802147496333514,4.343203413541347,2.4335909501861246,0.9320319294871795,0.6628207692307693,1,8.538461538461538,13.017080378028796,9.185160599831159,1,0.4082430574396208,0.5449988326897004,0.5416691468733992,1.190594302396668,0.03846153846153847,23.249291666666668,19.012038461538463,31.34280769230769,38.15384615384615,23.96153846153846
D1,3,water,late_aug,0.006369863445190809,0.023425507600579917,6.200000000000278e-5,1.0720410582861746,2.289585054915282,1.199361214167881,0.9235057361111111,0.589824,0.999938,9.933333333333334,14.569683446065198,10.348723062780419,0,0.2546956269255782,0.3691592851549206,0.6113104185091056,0.9380014623096379,0.07350033231608355,22.10956527777778,17.772100000000002,30.900166666666667,34.86666666666667,23.9
D1,3,water,sep,0.00656847538674687,0.01943716645342921,0,0.7682224054528337,4.309896003916402,2.4631543524967405,0.8890858333333334,0.41886962962962965,1,9.37037037037037,20.099472570731937,15.508987778297318,1,0.35352933343616716,0.3900515355435318,0.8682459929377162,1.225713738619599,0.24674733244643454,21.972981481481483,16.487555555555556,35.82874074074074,39.888888888888886,22.51851851851852
D1,3,water,oct,0.009483372584790338,0.030274137393508222,0.0023900047352711762,0.847312120245544,4.879114918600367,2.969978910785545,0.8542686733716475,0.33282206896551725,0.9958172413793104,6.0344827586206895,13.809395690901614,11.1959624952477,0,1.0012796599610645,1.0436450656490768,1.4646433268952874,1.785489403829296,1.2712294000111695,16.43480505952381,9.929857142857143,31.114785714285713,31.821428571428573,17.714285714285715
D1,4,water,early_aug,0.0060613894668686665,0.022559953285339183,6.635318803290573e-4,1.216868616888952,4.922397190359142,2.8486258759754595,0.9269468141025641,0.5934030769230769,0.9990423076923077,7.5,13.876978242508711,9.870076513928485,0,0.39700174730285764,0.5422719647805724,0.5970279261603972,1.2748128996029509,0.13323467750529824,23.447599358974358,19.295538461538463,32.412,39.42307692307692,23.692307692307693
D1,4,water,late_aug,0.0061243562591682624,0.02713534333407701,8.499999999999807e-5,1.3820968022831202,3.213727308255594,1.7537800192764326,0.9445102222222223,0.6667623333333333,0.999915,10.933333333333334,15.674372741728709,10.32957503341794,0,0.249496581627139,0.3589419210963056,0.6323915179939174,0.9701285612161701,0,21.980940277777776,18.274766666666668,29.557066666666667,33.8,24
D1,4,water,sep,0.004861176943028282,0.016762406223562124,1.5259259259259303e-4,0.9960881596632154,4.747074412327882,2.536903042092073,0.9483220524691358,0.7253918518518518,0.9998474074074074,11.407407407407407,24.532505827519866,15.364341692265933,0,0.30680252752869036,0.38635633661896407,0.4660468421407077,0.8562379341106456,0,20.913697530864198,17.032703703703703,27.109444444444446,29.77777777777778,24
